ORD001|2026-05-10 00:35|0.0|1000.0|0.0
ORD002|2026-05-10 00:42|0.0|450.0|0.0
ORD003|2026-05-10 16:14|217.0|300.0|83.0
ORD004|2026-05-10 16:25|19.0|19.0|0.0
ORD005|2026-05-12 17:15|317.0|317.0|0.0
ORD006|2026-05-12 17:16|89.0|89.0|0.0
ORD007|2026-05-12 17:32|19.0|19.0|0.0
ORD008|2026-05-12 22:45|327.0|0.0|0.0
ORD009|2026-05-13 09:12|158.0|0.0|0.0
ORD010|2026-05-13 09:13|287.0|0.0|0.0
ORD011|2026-05-13 20:30|1937.0|0.0|0.0
